"change_id","conqat_luc","deckard_2_0_luc","iclones_luc","nicad5_luc","simcad_luc","simian_luc","conqat_ltc","deckard_2_0_ltc","iclones_ltc","nicad5_ltc","simcad_ltc","simian_ltc"
"42787",,"280967",,,,,,"280962, 280963, 281101, 280964, 280965, 281102, 281103, 280967",,,,
"42788",,,,,"431217",,,,,,"431217",
"42792",,"281020, 280966",,,,,,"280917, 281119, 280962, 281121, 281120, 281018, 281017, 281031, 281033, 281032, 281122, 281019, 281020, 281021, 280921, 281022, 281109, 281035, 281124, 280964, 280965, 281023, 281123, 281036, 280966",,,,
"42811","1742",,"68943",,,"1021983","1742",,"68943",,,"1021983"
"42812","1742","282227","68943","485220","431564","1021983","1742","282227","68943","485220","431564","1021983"
"42814","1741",,"68942",,,"1021982","1741",,"68942",,,"1021982"
"42815","1741","282226","68942","485221","431565","1021982","1741","282226","68942","485221","431565","1021982"
"42829","1795",,,,,,"1795",,,,,
"42830","1795",,,,,,"1795",,,,,
"42831","1794",,,,,,"1794",,,,,
"42832","1794",,,,,,"1794",,,,,
"42862",,,,,"431894",,,,,,"431894",
"42891","2405",,,,,,"2405",,,,,
"42892","2405",,,,,,"2405",,,,,
"42893","2405",,,"485538","432554",,"2405",,,"485538","432554",
"42894","2404",,,,,,"2404",,,,,
"42895","2404",,,,,,"2404",,,,,
"42896","2404",,,"485537","432553",,"2404",,,"485537","432553",
"43007",,,"69295, 69296, 69307, 69297",,,"1022604, 1022605, 1022606",,,"69295, 69296, 69307, 69297",,,"1022604, 1022605, 1022606"
"43008",,,"69294, 69290, 69296, 69291, 69297",,,"1022603, 1022605, 1022606",,,"69294, 69290, 69296, 69291, 69297",,,"1022603, 1022605, 1022606"
"43012",,,"69289, 69291",,,,,,"69289, 69291",,,
"43013",,,"69294, 69306, 69289, 69295, 69291, 69297",,,"1022603, 1022604, 1022606",,,"69294, 69306, 69289, 69295, 69291, 69297",,,"1022603, 1022604, 1022606"
"43014",,,"69294, 69289, 69295, 69290, 69296",,,"1022603, 1022604, 1022605",,,"69294, 69289, 69295, 69290, 69296",,,"1022603, 1022604, 1022605"
"43051",,"288342",,,,,,"288338, 288337, 288340, 288339, 288341, 288342",,,,
"43055",,"288429",,,,,,"288115, 288114, 288116, 288230, 288429",,,,
"43063",,"288632, 288633",,,,,,"288632, 288633",,,,
"43066","3065",,,,,,"3065","288641, 288640, 288642, 288725",,,,
"43067",,"288631",,,,,,"288554, 288555, 288631, 288668, 288556, 288669, 288670, 288671, 288674, 288673, 288672, 288558, 288735, 288734",,,,
"43068","3064",,,,,,"3064","288492, 288692, 288691, 288693",,,,
"43129",,"290215",,,,,,"290215",,,,
"43189",,"291876",,,,,,"291703, 291705, 291650, 291652, 291653, 291875, 291655, 291876, 291893",,,,
"43190",,"291876",,,"434576, 434577",,,"291703, 291705, 291650, 291652, 291653, 291875, 291655, 291876, 291893",,,"434576, 434577",
"43191",,"291876",,,"434576, 434577",,,"291703, 291705, 291650, 291652, 291653, 291875, 291655, 291876, 291893",,,"434576, 434577",
"43192",,,,,"434576, 434577",,,,,,"434576, 434577",
"43193",,,,,"434576, 434577",,,"291867",,,"434576, 434577",
"43194",,,,,"434576, 434577",,,,,,"434576, 434577",
"43195",,,,,"434576, 434577",,,,,,"434576, 434577",
"43208",,,,,"434575",,,,,,"434575",
"43209",,,,,"434575",,,,,,"434575",
"43210",,,,,"434575",,,,,,"434575",
"43211",,,,,"434575",,,,,,"434635, 434575",
"43212",,,,,"434575, 434577",,,,,,"434575, 434577",
"43221",,"291874",,,,,,"291874, 291875",,,,
"43222",,"291874",,,,,,"291874, 291875",,,,
"43223",,"291874",,,,,,"291890, 291874, 291875",,,,
"43250","4119, 4120, 4121",,"69663","486215, 486214, 486213","434695, 434694","1023281","4119, 4120, 4121",,"69663","486215, 486214, 486213","434695, 434694","1023281"
"43251",,,"69663","486215, 486214, 486213","434695, 434694",,,,"69663","486215, 486214, 486213","434695, 434694",
"43252","4118, 4120, 4121",,"69662","486212, 486214, 486213","434693, 434694","1023280","4118, 4120, 4121",,"69662","486212, 486214, 486213","434693, 434694","1023280"
"43253",,"292059","69662","486212, 486214, 486213","434693, 434694",,,"292059","69662","486212, 486214, 486213","434693, 434694",
"43254",,"292059",,,,,,"292059",,,,
"43256","4118, 4119, 4121, 4096",,"69665","486212, 486215, 486218, 486213, 486217","434693, 434695","1023277","4118, 4119, 4121, 4096",,"69665","486212, 486215, 486218, 486213, 486217","434693, 434695","1023277"
"43257","4079, 4096",,"69665","486212, 486215, 486218, 486213, 486217","434693, 434695","1023268","4079, 4096",,"69665","486212, 486215, 486218, 486213, 486217","434693, 434695","1023268"
"43258",,,"69664","486212, 486215, 486216, 486214, 486217",,,,,"69664","486212, 486215, 486216, 486214, 486217",,
"43259","4078",,"69664","486212, 486215, 486216, 486214, 486217",,"1023269","4078",,"69664","486212, 486215, 486216, 486214, 486217",,"1023269"
"43262","4118, 4119, 4120, 4095",,,"486216, 486218",,"1023276","4118, 4119, 4120, 4095",,,"486216, 486218",,"1023276"
"43263","4095","292058",,"486216, 486218",,,"4095","291988, 292058, 292049, 292050, 292053, 291990, 291991, 291992, 291993, 292054",,"486216, 486218",,
"43268",,,,,"434652",,,"292001, 292003",,,"434650, 434652",
"43277","4102",,"69650, 69658, 69659","486236","434718","1023301, 1023292, 1023294","4102",,"69650, 69658, 69659","486236","434718","1023301, 1023292, 1023294"
"43278","4101",,"69649, 69657, 69659","486235","434717","1023302, 1023293, 1023294","4101","292086, 292087, 292089, 292090, 292091, 292092","69649, 69657, 69659","486235","434717","1023302, 1023293, 1023294"
"43279",,,"69657, 69658",,,"1023293, 1023292",,,"69657, 69658",,,"1023293, 1023292"
"43281",,,,,"434699",,,,,,"434699",
"43282",,"292102",,,"434698",,,"292102, 292103",,,"434698",
"43286",,,,,"434705, 434703, 434704",,,,,,"434705, 434703, 434704",
"43288",,,,,"434702, 434703, 434704",,,,,,"434702, 434703, 434704",
"43290",,,,,"434702, 434705, 434704",,,,,,"434702, 434705, 434704",
"43292",,"292101",,,"434702, 434705, 434703",,,"292063, 292101, 292103, 292065",,,"434702, 434705, 434703",
"43301",,,,,"434651",,,,,,"434651, 434650",
"43334",,"293113, 293114, 293115",,,,,,"293107, 293108, 293109, 293110, 293111, 293113, 293114, 293115, 293116, 293117",,,,
"43336",,"293112, 293056, 293115",,,,,,"293107, 293108, 293109, 293054, 293110, 293111, 293112, 293056, 293115, 293116, 293057, 293117, 293058",,,,
"43337",,"293112, 293055, 293115",,,,,,"293107, 293108, 293109, 293054, 293110, 293111, 293112, 293055, 293115, 293116, 293057, 293117, 293058",,,,
"43351","4370",,,,,,"4368, 4370, 4371",,,,"434986",
"43352","4370",,,,,,"4368, 4370, 4371",,,,,
"43353","4370",,,,,,"4368, 4370, 4371",,,,,
"43354","4370",,,,,,"4368, 4370, 4371",,,,,
"43355","4370",,,,,,"4368, 4370, 4371",,,,,
"43364","4369",,,,,,"4351, 4321, 4368, 4369, 4353, 4363, 4323, 4371",,,,,
"43365","4369","293104",,,,,"4321, 4368, 4369, 4363, 4323, 4371","293104",,,,
"43366",,,,,"435023, 435024",,,"293088",,,"435023, 435024",
"43368",,"293106",,,"435022, 435025, 435024",,,"293106",,,"435022, 435025, 435024",
"43369",,"293106",,,"435022, 435025, 435024",,,"293106",,,"435022, 435025, 435024",
"43370",,"293103, 293105",,,"435022, 435025, 435023",,,"293103, 293105",,,"435022, 435025, 435023",
"43371",,"293105",,,"435022, 435025, 435023",,,"293105",,,"435022, 435025, 435023",
"43373",,"293112, 293113, 293114",,,,,,"292868, 292867, 293162, 293107, 292869, 292870, 293110, 292873, 293111, 292871, 292872, 293112, 293113, 293114, 293164, 293165, 293116, 293166, 292875, 293117, 292876, 293168, 293169",,,,
"43374",,"293112, 293113, 293114",,,,,,"292868, 292867, 293162, 293107, 292869, 292870, 293110, 292873, 293111, 292871, 292872, 293112, 293113, 293114, 293164, 293165, 293116, 293166, 292875, 293117, 292876, 293168, 293169",,,,
"43404",,,,"486394","435204",,,,,"486394","435204",
"43422","4748",,"69832",,,"1023629","4748",,"69832",,,"1023629"
"43423",,,"69832",,,,,,"69832",,,
"43425","4747",,"69831",,,"1023628","4747",,"69831",,,"1023628"
"43430",,"295031",,,,,,"295031",,,,
"43454",,"296193",,,,,,"296193, 296194, 296196, 296195",,,,
"43463","5250",,,,,,"5250","296478",,,,
"43476",,,,,"436108",,,,,,"436108",
"43478",,,,,"436107",,,,,,"436107",
"43483","5249",,,,,,"5249",,,,,
"43548",,,,,"437039",,,,,,"437039",
"43549","6200",,,"486973","437039",,"6200",,,"486973","437039",
"43550","6200",,,"486973","437039",,"6200",,,"486973","437039",
"43551","6200, 6218",,"70500","486973","437039","1024514, 1024535","6200, 6218",,"70500","486973","437039","1024514, 1024535"
"43552","6199, 6217",,"70499","486972",,"1024513","6199, 6217",,"70499","486972",,"1024513"
"43553","6217",,"70499","486972",,"1024536","6217",,"70499","486972",,"1024536"
"43554","6217",,"70499","486972",,"1024536","6217",,"70499","486972",,"1024536"
"43555",,,"70499","486972",,,,,"70499","486972",,
"43565",,"301650, 301648",,,,,,"301650, 301648, 301651, 301652",,,,
"43566",,"301649, 301648",,,,,,"301649, 301648, 301651, 301652",,,,
"43567",,"301657, 301658",,,,,,"301657, 301658, 301659, 301655, 301930, 301929, 301928, 301660, 301661, 301663, 301664",,,,
"43568",,"301657, 301658",,,,,,"301657, 301658, 301659, 301655, 301930, 301929, 301928, 301660, 301661, 301663, 301664",,,,
"43575",,"301656, 301658",,,,,,"301656, 301658, 301659, 301655, 301930, 301929, 301928, 301660, 301661, 301663, 301664",,,,
"43576",,"301656, 301658",,,,,,"301656, 301658, 301659, 301655, 301930, 301929, 301928, 301660, 301661, 301663, 301664",,,,
"43579",,"301649, 301650, 301656, 301657",,,,,,"301649, 301650, 301656, 301657, 301659, 301655, 301651, 301652, 301930, 301929, 301928, 301660, 301661, 301663, 301664",,,,
"43580",,"301649, 301650, 301656, 301657",,,,,,"301649, 301650, 301656, 301657, 301659, 301655, 301651, 301652, 301930, 301929, 301928, 301660, 301661, 301663, 301664",,,,
"43607",,"303448",,,,,,"303432, 303434, 303433, 303435, 303436, 303437, 303438, 303440, 303442, 303443, 303444, 303446, 303447, 303448, 303449",,,,
"43608",,"303448",,,,,,"303432, 303434, 303433, 303435, 303436, 303437, 303438, 303440, 303442, 303443, 303444, 303446, 303447, 303448, 303449",,,,
"43609",,"303448",,,,,,"303432, 303434, 303433, 303435, 303436, 303437, 303438, 303440, 303442, 303443, 303444, 303446, 303447, 303448, 303449",,,,
"43624",,"303535, 303534",,,,,,"302832, 302886, 302887, 303059, 302888, 303060, 303061, 303224, 303063, 303062, 302833, 302834, 302889, 303521, 303522, 303523, 303524, 303525, 303526, 303532, 303527, 303528, 303529, 303530, 303531, 302890, 303064, 303535, 303534, 303225, 303536, 302892",,,,
"43625",,"303535, 303534",,,,,,"302832, 302886, 302887, 303059, 302888, 303060, 303061, 303224, 303063, 303062, 302833, 302834, 302889, 303521, 303522, 303523, 303524, 303525, 303526, 303532, 303527, 303528, 303529, 303530, 303531, 302890, 303064, 303535, 303534, 303225, 303536, 302892",,,,
"43626",,"303560",,,,,,"302814, 302813, 302815, 302816, 302817, 302818, 303558, 303559, 303562, 303560, 302820, 303563, 303564",,,"437341",
"43627",,"303560",,,,,,"302814, 302813, 302815, 302816, 302817, 302818, 303558, 303559, 303562, 303560, 302820, 303563, 303564",,,"437341",
"43634","6764, 6859, 6765, 6766","303439, 303533, 303534","70810",,,"1024766","6764, 6859, 6765, 6766","303432, 303434, 303433, 303435, 303436, 303437, 303438, 303439, 303440, 303442, 303443, 303444, 303523, 303524, 303446, 303526, 303532, 303527, 303528, 303529, 303530, 303531, 303447, 303533, 303534, 303449, 303536","70810",,,"1024766"
"43635","6763, 6859, 6765, 6766","303129",,,"437343","1024784","6763, 6859, 6765, 6766","302822, 302821, 303250, 302941, 302942, 302823, 302824, 303124, 303123, 303125, 302825, 303258, 303262, 303255, 303259, 303260, 303256, 303261, 303254, 303263, 303257, 303264, 303265, 303266, 302943, 303267, 302826, 302827, 302944, 302828, 303129, 303272, 302830, 302946, 302831, 303273, 303131, 303130",,,"437343","1024784"
"43636","6858, 6763, 6764, 6766","303533, 303535, 303128","70809",,,"1024765","6858, 6763, 6764, 6766","303250, 303251, 303252, 303124, 303123, 303125, 303126, 303258, 303262, 303255, 303259, 303260, 303256, 303261, 303254, 303263, 303257, 303321, 303264, 303265, 303322, 303266, 303267, 303323, 303324, 303326, 303327, 303328, 303523, 303524, 303330, 303526, 303532, 303527, 303528, 303529, 303530, 303531, 303127, 303533, 303535, 303128, 303272, 303271, 303273, 303332, 303536, 303131, 303130","70809",,,"1024765"
"43637","6858, 6763, 6764, 6765",,,,"437342","1024783","6858, 6763, 6764, 6765",,,,"437342","1024783"
"43647",,"303561",,,,,,"303556, 303557, 303558, 303559, 303561, 303562, 303563, 303564",,,,
"43664","7469","306587, 306588, 306589, 306590","71127",,,,"7469","306587, 306588, 306589, 306590","71127",,,
"43665","7468",,"71126",,,,"7468",,"71126",,,
"43666",,"306591, 306588, 306589, 306590","71131, 71208",,,,,"306591, 306588, 306589, 306590","71131, 71208",,,
"43667",,"306591, 306587, 306589, 306590","71206, 71208",,,,,"306591, 306587, 306589, 306590","71206, 71208",,,
"43668",,"306591, 306587, 306588, 306590","71206, 71207",,,,,"306591, 306587, 306588, 306590","71206, 71207",,,
"43669",,"306591, 306587, 306588, 306589",,,,,,"306591, 306587, 306588, 306589",,,,
"43670",,"306599, 306603, 306604, 306600, 306605, 306598, 306601, 306608, 306609, 306611, 306614",,,,,,"306594, 306595, 306596, 306597, 306602, 306599, 306603, 306604, 306600, 306605, 306598, 306607, 306601, 306608, 306609, 306610, 306611, 306612, 306613, 306614",,,,
"43673","7479",,,,,,"7479",,,,,
"43674","7478","306606, 306603, 306604, 306209, 306600, 306605, 306598, 306601, 306608, 306609, 306611, 306614",,,,,"7478","306207, 306594, 306595, 306596, 306444, 306597, 306602, 306606, 306603, 306604, 306209, 306600, 306605, 306598, 306607, 306601, 306446, 306608, 306609, 306447, 306610, 306611, 306819, 306612, 306613, 306614",,,,
"43675",,"306606, 306603, 306604, 306209, 306600, 306605, 306598, 306601, 306608, 306609, 306611, 306614",,,,,,"306207, 306594, 306595, 306596, 306444, 306597, 306602, 306606, 306603, 306604, 306209, 306600, 306605, 306598, 306607, 306601, 306446, 306608, 306609, 306447, 306610, 306611, 306819, 306612, 306613, 306614",,,,
"43676",,"306606, 306599, 306604, 306628, 306583, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306601, 306608, 306609, 306611, 306614",,,,,,"306573, 306574, 306575, 306576, 306596, 306577, 306580, 306581, 306578, 306579, 306602, 306606, 306599, 306604, 306628, 306583, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306584, 306601, 306608, 306609, 306610, 306611, 306585, 306612, 306586, 306613, 306614",,,,
"43679","7605, 7606, 7607, 7608","306606, 306599, 306603, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306601, 306608, 306609, 306611, 306614",,,,,"7605, 7606, 7607, 7608","306594, 306595, 306596, 306597, 306602, 306606, 306599, 306603, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306607, 306601, 306608, 306609, 306610, 306611, 306612, 306613, 306614",,,,
"43680","7604, 7606, 7607, 7608","306582, 306627, 306621, 306620, 306623, 306622, 306629, 306624, 306625, 306631, 306632",,,,,"7604, 7606, 7607, 7608","306573, 306574, 306575, 306576, 306577, 306580, 306581, 306578, 306579, 306582, 306627, 306621, 306620, 306623, 306622, 306629, 306624, 306584, 306625, 306631, 306632, 306585, 306586",,,,
"43681","7570","306626, 306627, 306628, 306620, 306623, 306622, 306629, 306624, 306625, 306631, 306632, 306547, 306548",,,,,"7570","306326, 306328, 306327, 306513, 306514, 306329, 306543, 306330, 306626, 306627, 306628, 306620, 306623, 306622, 306629, 306624, 306630, 306625, 306545, 306631, 306632, 306332, 306546, 306547, 306548, 306549",,,,
"43684",,"306246, 306619",,,,,,"306244, 306245, 306617, 306246, 306618, 306248, 306619",,,,
"43685","7569","306626, 306627, 306628, 306621, 306285, 306622, 306629, 306624, 306625, 306631, 306632",,,,,"7569","306283, 306626, 306627, 306628, 306621, 306285, 306622, 306629, 306624, 306630, 306625, 306631, 306632, 306286",,,,
"43686",,"306208",,,,,,"306207, 306208",,,,
"43688",,"306247, 306619",,,,,,"306244, 306245, 306617, 306247, 306618, 306248, 306619",,,,
"43690",,"306626, 306627, 306628, 306621, 306284, 306622, 306629, 306624, 306625, 306631, 306632",,,,,,"306283, 306626, 306627, 306628, 306621, 306284, 306622, 306629, 306624, 306630, 306625, 306631, 306632, 306286",,,,
"43691",,"306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306605, 306598, 306601, 306608, 306609, 306611, 306614",,,,,,"306594, 306595, 306596, 306597, 306602, 306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306605, 306598, 306607, 306601, 306608, 306609, 306610, 306611, 306612, 306613, 306614",,,,
"43692","7604, 7605, 7607, 7485, 7566, 7608, 7486","306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306598, 306601, 306608, 306609, 306611, 306614",,,,,"7604, 7605, 7607, 7485, 7566, 7608, 7486","306594, 306595, 306596, 306597, 306602, 306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306598, 306607, 306601, 306608, 306609, 306610, 306611, 306612, 306613, 306614",,,,
"43693","7604, 7605, 7606, 7484, 7608, 7486, 7599","306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306601, 306608, 306609, 306611, 306614",,,,,"7604, 7605, 7606, 7484, 7608, 7486, 7599","306594, 306595, 306596, 306597, 306556, 306555, 306602, 306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306607, 306601, 306608, 306609, 306610, 306611, 306612, 306613, 306614",,,,
"43694","7604, 7605, 7565, 7606, 7484, 7607, 7485, 7598","306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306608, 306609, 306611, 306614",,,,,"7604, 7605, 7565, 7606, 7484, 7607, 7485, 7598","306594, 306595, 306596, 306597, 306602, 306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306607, 306608, 306609, 306610, 306611, 306612, 306613, 306614",,,,
"43697",,,,,,"1025123",,,,,,"1025123"
"43698",,,,,,"1025123",,,,,,"1025123"
"43700",,"306636",,,,,,"306636",,,,
"43701",,,,"487298","438034",,,,,"487298","438034",
"43702","7583",,,"487297","438033",,"7583",,,"487297","438033",
"43703","7525","306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306601, 306611, 306961, 306966, 306614",,,"437995","1025133","7525","306594, 306957, 306595, 306596, 306958, 306457, 306597, 306959, 306602, 306606, 306599, 306603, 306604, 306628, 306621, 306620, 306623, 306622, 306600, 306605, 306598, 306607, 306601, 306610, 306611, 306612, 306961, 306613, 306962, 306963, 306964, 306965, 306966, 306614",,,"437995","1025133"
"43704","7524",,,,,,"7524",,,,,
"43705",,"306680",,,,"1025124",,"306680",,,,"1025124"
"43706",,,,,,"1025124",,,,,,"1025124"
"43707","7582",,,,,,"7582",,,,,
"43710",,"306681",,,,,,"306681",,,,
"43711",,"306355",,,,,,"306344, 306343, 306356, 306345, 306347, 306346, 306357, 306348, 306350, 306899, 306898, 306360, 306900, 306902, 306359, 306904, 306354, 306355",,,,
"43712",,,,,"437996","1025134",,"306256, 306258, 306257, 306882, 306714, 306713, 306715, 306883, 306884, 306716, 306260, 306261, 306886, 306915, 306718, 306887, 306888, 306263, 306889",,,"437996","1025134"
"43733",,"306777",,,,,,"306777",,,,
"43742",,,,"487302","438004",,,,,"487302","438004",
"43743",,,,"487302","438004",,,,,"487302","438004",
"43744",,,,"487302","438004",,,,,"487302","438004",
"43746",,,,"487301","438003",,,,,"487301","438003",
"43747",,,,"487301","438003",,,,,"487301","438003",
"43748",,,,"487301","438003",,,,,"487301","438003",
