change_id,num_all_cochange,num_cloned_cochange,Percentage of Cloned Cochange
1840,89,3,0.03
1841,89,4,0.04
1845,89,6,0.07
1849,89,1,0.01
1850,89,2,0.02
1857,89,1,0.01
1858,89,1,0.01
1860,89,6,0.07
1861,89,4,0.04
1868,89,6,0.07
1869,89,2,0.02
1870,89,2,0.02
1871,89,2,0.02
1872,89,2,0.02
1877,89,6,0.07
1878,89,3,0.03
1879,89,2,0.02
1880,89,2,0.02
1885,89,10,0.11
1888,89,2,0.02
1889,89,2,0.02
1891,89,6,0.07
1894,89,4,0.04
1906,56,2,0.04
1968,11,1,0.09
1970,11,1,0.09
1978,11,1,0.09
1981,8,3,0.38
1982,8,2,0.25
1983,8,2,0.25
1984,8,2,0.25
1987,8,1,0.13
1997,12,1,0.08
2001,12,1,0.08
2013,3,1,0.33
2015,3,1,0.33
2017,18,6,0.33
2019,18,6,0.33
2020,18,3,0.17
2021,18,6,0.33
2022,18,7,0.39
2023,18,6,0.33
2024,18,9,0.50
2025,18,9,0.50
2026,18,9,0.50
2027,18,1,0.06
2028,18,4,0.22
2029,18,6,0.33
2030,18,7,0.39
2031,18,7,0.39
2032,18,6,0.33
2033,18,7,0.39
2034,18,6,0.33
2035,18,7,0.39
2042,14,2,0.14
2043,14,1,0.07
2046,14,2,0.14
2053,14,2,0.14
2054,14,2,0.14
2055,14,1,0.07
2059,23,3,0.13
2062,23,2,0.09
2063,23,2,0.09
2064,23,2,0.09
2065,23,2,0.09
2068,23,1,0.04
2069,23,4,0.17
2070,23,1,0.04
2073,23,2,0.09
2080,23,3,0.13
2083,12,1,0.08
2085,12,1,0.08
2086,12,3,0.25
2087,12,3,0.25
2089,12,4,0.33
2091,12,4,0.33
2092,12,4,0.33
2103,805,100,0.12
2106,805,141,0.18
2107,805,89,0.11
2114,805,26,0.03
2115,805,92,0.11
2117,805,92,0.11
2118,805,9,0.01
2121,805,2,0.00
2126,805,140,0.17
2127,805,140,0.17
2128,805,89,0.11
2129,805,4,0.00
2130,805,4,0.00
2132,805,141,0.18
2133,805,89,0.11
2137,805,141,0.18
2138,805,89,0.11
2141,805,140,0.17
2142,805,140,0.17
2143,805,89,0.11
2152,805,158,0.20
2153,805,92,0.11
2159,805,140,0.17
2160,805,140,0.17
2162,805,139,0.17
2163,805,139,0.17
2164,805,139,0.17
2165,805,6,0.01
2166,805,139,0.17
2167,805,139,0.17
2168,805,139,0.17
2169,805,46,0.06
2171,805,140,0.17
2172,805,140,0.17
2173,805,89,0.11
2174,805,139,0.17
2175,805,139,0.17
2176,805,139,0.17
2177,805,46,0.06
2178,805,139,0.17
2179,805,139,0.17
2180,805,139,0.17
2181,805,89,0.11
2182,805,139,0.17
2183,805,139,0.17
2184,805,139,0.17
2185,805,89,0.11
2186,805,139,0.17
2187,805,139,0.17
2188,805,139,0.17
2189,805,46,0.06
2190,805,139,0.17
2191,805,139,0.17
2192,805,139,0.17
2193,805,89,0.11
2194,805,139,0.17
2195,805,139,0.17
2196,805,139,0.17
2197,805,6,0.01
2202,805,141,0.18
2204,805,5,0.01
2205,805,139,0.17
2206,805,139,0.17
2207,805,156,0.19
2211,805,141,0.18
2212,805,46,0.06
2216,805,139,0.17
2217,805,139,0.17
2218,805,139,0.17
2219,805,89,0.11
2220,805,139,0.17
2221,805,139,0.17
2222,805,139,0.17
2223,805,89,0.11
2224,805,139,0.17
2225,805,139,0.17
2226,805,139,0.17
2227,805,89,0.11
2244,805,100,0.12
2245,805,92,0.11
2251,805,140,0.17
2252,805,231,0.29
2253,805,92,0.11
2258,805,122,0.15
2259,805,122,0.15
2261,805,122,0.15
2262,805,122,0.15
2264,805,3,0.00
2268,805,126,0.16
2269,805,136,0.17
2272,805,140,0.17
2273,805,231,0.29
2274,805,92,0.11
2283,805,141,0.18
2284,805,89,0.11
2291,805,100,0.12
2292,805,92,0.11
2293,805,1,0.00
2294,805,1,0.00
2296,805,141,0.18
2297,805,1,0.00
2306,805,140,0.17
2307,805,140,0.17
2308,805,89,0.11
2311,805,141,0.18
2312,805,1,0.00
2314,805,139,0.17
2315,805,139,0.17
2316,805,139,0.17
2317,805,89,0.11
2319,805,139,0.17
2320,805,139,0.17
2321,805,139,0.17
2324,805,139,0.17
2325,805,139,0.17
2326,805,251,0.31
2327,805,136,0.17
2331,805,122,0.15
2332,805,122,0.15
2336,805,140,0.17
2337,805,140,0.17
2338,805,59,0.07
2340,805,140,0.17
2341,805,140,0.17
2342,805,47,0.06
2345,805,122,0.15
2346,805,122,0.15
2347,805,6,0.01
2348,805,3,0.00
2349,805,7,0.01
2361,805,136,0.17
2367,805,122,0.15
2368,805,122,0.15
2370,805,122,0.15
2371,805,202,0.25
2375,805,123,0.15
2377,805,92,0.11
2381,805,130,0.16
2382,805,130,0.16
2392,805,130,0.16
2393,805,130,0.16
2398,805,122,0.15
2399,805,201,0.25
2400,805,122,0.15
2401,805,122,0.15
2405,805,141,0.18
2406,805,89,0.11
2408,805,100,0.12
2409,805,92,0.11
2413,805,141,0.18
2414,805,1,0.00
2416,805,130,0.16
2417,805,208,0.26
